Time,X,Z,DisplayWeight_t,LifMag0Accum,LifMag1Accum,LifMag2Accum,LifMag3Accum,LifMag4Accum
0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.021,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.036,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.045,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.054,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.063,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.072,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.082,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.090,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.100,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.109,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.119,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.130,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.142,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.150,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.160,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.168,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.177,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.186,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.196,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.204,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.212,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.221,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.230,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.238,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.247,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.254,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
