Time,X,Z,DisplayWeight_t,LifMag0Accum,LifMag1Accum,LifMag2Accum,LifMag3Accum,LifMag4Accum
0.000,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.020,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.033,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.040,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.049,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.057,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.066,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.074,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.082,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.090,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.098,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.106,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.116,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.124,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.132,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.140,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.148,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.159,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.169,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.182,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.190,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.200,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.210,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.219,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.226,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.235,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.242,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.251,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.259,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.267,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.276,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.283,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.291,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.300,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.317,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.328,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.336,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.346,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.355,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.364,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.372,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.382,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.390,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.400,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.407,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.419,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.427,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.437,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.445,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.455,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.466,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.475,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.485,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.495,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.508,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.518,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.527,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.538,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.549,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.559,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.571,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.582,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.591,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.603,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.611,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.621,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.629,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.639,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.650,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.657,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.667,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.676,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.686,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.695,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.704,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.710,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.719,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.725,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.732,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.739,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.747,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.755,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.762,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.768,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.777,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.788,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.798,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.806,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.816,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
