Time,X,Z,DisplayWeight_t,LifMag0Accum,LifMag1Accum,LifMag2Accum,LifMag3Accum,LifMag4Accum
1.263,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.268,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.274,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.280,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.286,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.290,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.296,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.301,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.306,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.311,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.316,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.322,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.328,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.333,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.340,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.345,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.350,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.356,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.362,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.369,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.375,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.380,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.386,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.392,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.397,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.403,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.408,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.413,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.420,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.425,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.429,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.435,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.441,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.446,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.452,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.458,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.462,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.468,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.473,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.478,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.484,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.489,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.493,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.500,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.505,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.510,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.516,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.521,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.532,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.538,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.544,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.549,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.555,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.561,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.567,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.572,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.578,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.583,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.588,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.593,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.599,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.604,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.609,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.615,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.621,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.626,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.632,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.640,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.646,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.653,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.661,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.668,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.676,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.686,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.693,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.703,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.709,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.718,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.727,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1.734,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
