sampleIndex,time,isConnected,appFocused,isValid,gameScreenX,gameScreenY,windowsX,windowsY,viewportX,viewportY,rawScreenX,rawScreenY,screenWidth,screenHeight
336,6.7304,True,True,1,1841.86,992.56,1841.86,992.56,0.959300,0.919039,1841.86,992.56,1920,1080
337,6.7562,True,True,1,1840.94,992.04,1840.94,992.04,0.958824,0.918556,1840.94,992.04,1920,1080
338,6.7703,True,True,1,1840.22,991.15,1840.22,991.15,0.958448,0.917729,1840.22,991.15,1920,1080
339,6.7947,True,True,1,1839.60,990.31,1839.60,990.31,0.958122,0.916951,1839.60,990.31,1920,1080
340,6.8146,True,True,1,1839.60,990.31,1839.60,990.31,0.958122,0.916951,1839.60,990.31,1920,1080
341,6.8331,True,True,1,1838.86,989.26,1838.86,989.26,0.957741,0.915983,1838.86,989.26,1920,1080
342,6.8525,True,True,1,1838.86,989.26,1838.86,989.26,0.957741,0.915983,1838.86,989.26,1920,1080
343,6.8726,True,True,1,1838.32,988.01,1838.32,988.01,0.957459,0.914824,1838.32,988.01,1920,1080
344,6.8914,True,True,1,1837.84,987.00,1837.84,987.00,0.957208,0.913891,1837.84,987.00,1920,1080
345,6.9119,True,True,1,1837.84,987.00,1837.84,987.00,0.957208,0.913891,1837.84,987.00,1920,1080
346,6.9311,True,True,1,1837.23,986.21,1837.23,986.21,0.956889,0.913157,1837.23,986.21,1920,1080
347,6.9515,True,True,1,1837.08,985.89,1837.08,985.89,0.956810,0.912859,1837.08,985.89,1920,1080
348,6.9765,True,True,1,1836.94,986.26,1836.94,986.26,0.956740,0.913208,1836.94,986.26,1920,1080
349,6.9944,True,True,1,1836.94,986.26,1836.94,986.26,0.956740,0.913208,1836.94,986.26,1920,1080
350,7.0295,True,True,1,1836.91,986.23,1836.91,986.23,0.956725,0.913178,1836.91,986.23,1920,1080
351,7.0380,True,True,1,1837.10,986.53,1837.10,986.53,0.956823,0.913451,1837.10,986.53,1920,1080
352,7.0520,True,True,1,1837.10,986.53,1837.10,986.53,0.956823,0.913451,1837.10,986.53,1920,1080
353,7.0764,True,True,1,1837.19,986.72,1837.19,986.72,0.956868,0.913630,1837.19,986.72,1920,1080
354,7.0906,True,True,1,1837.19,986.72,1837.19,986.72,0.956868,0.913630,1837.19,986.72,1920,1080
355,7.1119,True,True,1,1837.00,986.92,1837.00,986.92,0.956769,0.913812,1837.00,986.92,1920,1080
356,7.1356,True,True,1,1836.79,987.15,1836.79,987.15,0.956661,0.914025,1836.79,987.15,1920,1080
357,7.1521,True,True,1,1836.79,987.15,1836.79,987.15,0.956661,0.914025,1836.79,987.15,1920,1080
358,7.1715,True,True,1,1836.52,987.59,1836.52,987.59,0.956519,0.914432,1836.52,987.59,1920,1080
359,7.1936,True,True,1,1836.42,988.14,1836.42,988.14,0.956471,0.914941,1836.42,988.14,1920,1080
360,7.2120,True,True,1,1836.42,988.14,1836.42,988.14,0.956471,0.914941,1836.42,988.14,1920,1080
361,7.2366,True,True,1,1836.37,988.89,1836.37,988.89,0.956440,0.915642,1836.37,988.89,1920,1080
362,7.2522,True,True,1,1836.40,989.80,1836.40,989.80,0.956457,0.916485,1836.40,989.80,1920,1080
363,7.2758,True,True,1,1836.40,989.80,1836.40,989.80,0.956457,0.916485,1836.40,989.80,1920,1080
364,7.2951,True,True,1,1836.61,990.96,1836.61,990.96,0.956569,0.917558,1836.61,990.96,1920,1080
365,7.3124,True,True,1,1836.91,991.86,1836.91,991.86,0.956723,0.918392,1836.91,991.86,1920,1080
366,7.3306,True,True,1,1836.91,991.86,1836.91,991.86,0.956723,0.918392,1836.91,991.86,1920,1080
367,7.3541,True,True,1,1837.25,992.96,1837.25,992.96,0.956900,0.919405,1837.25,992.96,1920,1080
368,7.3716,True,True,1,1837.42,994.22,1837.42,994.22,0.956989,0.920573,1837.42,994.22,1920,1080
369,7.3954,True,True,1,1837.42,994.22,1837.42,994.22,0.956989,0.920573,1837.42,994.22,1920,1080
370,7.4124,True,True,1,1837.52,973.35,1837.52,973.35,0.957039,0.901246,1837.52,973.35,1920,1080
371,7.4304,True,True,1,1821.24,718.23,1821.24,718.23,0.948562,0.665025,1821.24,718.23,1920,1080
372,7.4559,True,True,1,1807.23,334.20,1807.23,334.20,0.941267,0.309445,1807.23,334.20,1920,1080
373,7.4726,True,True,1,1807.23,334.20,1807.23,334.20,0.941267,0.309445,1807.23,334.20,1920,1080
374,7.4905,True,True,1,1803.92,154.81,1803.92,154.81,0.939539,0.143340,1803.92,154.81,1920,1080
375,7.5143,True,True,1,1803.92,154.81,1803.92,154.81,0.939539,0.143340,1803.92,154.81,1920,1080
376,7.5325,True,True,1,1804.48,87.74,1804.48,87.74,0.939832,0.081245,1804.48,87.74,1920,1080
377,7.5578,True,True,1,1808.16,67.75,1808.16,67.75,0.941751,0.062732,1808.16,67.75,1920,1080
378,7.5742,True,True,1,1808.16,67.75,1808.16,67.75,0.941751,0.062732,1808.16,67.75,1920,1080
379,7.5926,True,True,1,1815.67,58.87,1815.67,58.87,0.945662,0.054513,1815.67,58.87,1920,1080
380,7.6169,True,True,1,1818.98,55.30,1818.98,55.30,0.947384,0.051200,1818.98,55.30,1920,1080
381,7.6344,True,True,1,1818.98,55.30,1818.98,55.30,0.947384,0.051200,1818.98,55.30,1920,1080
382,7.6538,True,True,1,1822.75,55.06,1822.75,55.06,0.949350,0.050981,1822.75,55.06,1920,1080
383,7.6717,True,True,1,1824.69,55.26,1824.69,55.26,0.950361,0.051170,1824.69,55.26,1920,1080
384,7.6904,True,True,1,1824.69,55.26,1824.69,55.26,0.950361,0.051170,1824.69,55.26,1920,1080
385,7.7144,True,True,1,1826.80,55.81,1826.80,55.81,0.951456,0.051677,1826.80,55.81,1920,1080
386,7.7324,True,True,1,1826.26,56.06,1826.26,56.06,0.951176,0.051910,1826.26,56.06,1920,1080
387,7.7507,True,True,1,1826.26,56.06,1826.26,56.06,0.951176,0.051910,1826.26,56.06,1920,1080
388,7.7714,True,True,1,1825.99,56.58,1825.99,56.58,0.951034,0.052388,1825.99,56.58,1920,1080
389,7.7948,True,True,1,1825.44,56.74,1825.44,56.74,0.950748,0.052535,1825.44,56.74,1920,1080
390,7.8163,True,True,1,1825.44,56.74,1825.44,56.74,0.950748,0.052535,1825.44,56.74,1920,1080
391,7.8366,True,True,1,1825.42,57.25,1825.42,57.25,0.950738,0.053013,1825.42,57.25,1920,1080
392,7.8534,True,True,1,1825.82,57.72,1825.82,57.72,0.950947,0.053445,1825.82,57.72,1920,1080
393,7.8727,True,True,1,1825.82,57.72,1825.82,57.72,0.950947,0.053445,1825.82,57.72,1920,1080
394,7.8967,True,True,1,1830.28,56.95,1830.28,56.95,0.953269,0.052733,1830.28,56.95,1920,1080
395,7.9157,True,True,1,1835.26,55.64,1835.26,55.64,0.955865,0.051518,1835.26,55.64,1920,1080
396,7.9348,True,True,1,1835.26,55.64,1835.26,55.64,0.955865,0.051518,1835.26,55.64,1920,1080
397,7.9542,True,True,1,1839.44,54.67,1839.44,54.67,0.958039,0.050624,1839.44,54.67,1920,1080
398,7.9735,True,True,1,1843.25,54.24,1843.25,54.24,0.960027,0.050226,1843.25,54.24,1920,1080
399,7.9938,True,True,1,1843.25,54.24,1843.25,54.24,0.960027,0.050226,1843.25,54.24,1920,1080
400,8.0142,True,True,1,1846.71,54.06,1846.71,54.06,0.961829,0.050055,1846.71,54.06,1920,1080
401,8.0332,True,True,1,1850.18,54.04,1850.18,54.04,0.963633,0.050040,1850.18,54.04,1920,1080
402,8.0528,True,True,1,1850.18,54.04,1850.18,54.04,0.963633,0.050040,1850.18,54.04,1920,1080
403,8.0725,True,True,1,1853.13,53.65,1853.13,53.65,0.965171,0.049680,1853.13,53.65,1920,1080
404,8.0925,True,True,1,1853.13,53.65,1853.13,53.65,0.965171,0.049680,1853.13,53.65,1920,1080
405,8.1145,True,True,1,1855.84,53.34,1855.84,53.34,0.966583,0.049390,1855.84,53.34,1920,1080
406,8.1377,True,True,1,1858.57,52.51,1858.57,52.51,0.968006,0.048620,1858.57,52.51,1920,1080
407,8.1505,True,True,1,1858.57,52.51,1858.57,52.51,0.968006,0.048620,1858.57,52.51,1920,1080
408,8.1719,True,True,1,1861.26,51.85,1861.26,51.85,0.969407,0.048013,1861.26,51.85,1920,1080
409,8.1913,True,True,1,1863.31,51.08,1863.31,51.08,0.970473,0.047300,1863.31,51.08,1920,1080
410,8.2112,True,True,1,1863.31,51.08,1863.31,51.08,0.970473,0.047300,1863.31,51.08,1920,1080
411,8.2309,True,True,1,1865.76,50.75,1865.76,50.75,0.971749,0.046987,1865.76,50.75,1920,1080
412,8.2507,True,True,1,1867.79,50.75,1867.79,50.75,0.972807,0.046990,1867.79,50.75,1920,1080
413,8.2752,True,True,1,1869.80,50.50,1869.80,50.50,0.973854,0.046755,1869.80,50.50,1920,1080
414,8.2971,True,True,1,1869.80,50.50,1869.80,50.50,0.973854,0.046755,1869.80,50.50,1920,1080
415,8.3183,True,True,1,1871.45,50.24,1871.45,50.24,0.974715,0.046521,1871.45,50.24,1920,1080
416,8.3306,True,True,1,1871.45,50.24,1871.45,50.24,0.974715,0.046521,1871.45,50.24,1920,1080
417,8.3542,True,True,1,1872.98,50.31,1872.98,50.31,0.975511,0.046588,1872.98,50.31,1920,1080
418,8.3714,True,True,1,1874.56,50.20,1874.56,50.20,0.976334,0.046479,1874.56,50.20,1920,1080
419,8.3964,True,True,1,1875.45,50.27,1875.45,50.27,0.976796,0.046549,1875.45,50.27,1920,1080
420,8.4137,True,True,1,1875.45,50.27,1875.45,50.27,0.976796,0.046549,1875.45,50.27,1920,1080
421,8.4307,True,True,1,1876.39,50.93,1876.39,50.93,0.977288,0.047155,1876.39,50.93,1920,1080
422,8.4503,True,True,1,1876.39,50.93,1876.39,50.93,0.977288,0.047155,1876.39,50.93,1920,1080
423,8.4755,True,True,1,1877.78,51.47,1877.78,51.47,0.978010,0.047656,1877.78,51.47,1920,1080
424,8.4964,True,True,1,1879.11,51.58,1879.11,51.58,0.978701,0.047761,1879.11,51.58,1920,1080
425,8.5152,True,True,1,1879.11,51.58,1879.11,51.58,0.978701,0.047761,1879.11,51.58,1920,1080
426,8.5335,True,True,1,1879.91,51.69,1879.91,51.69,0.979119,0.047857,1879.91,51.69,1920,1080
427,8.5523,True,True,1,1880.39,51.73,1880.39,51.73,0.979368,0.047897,1880.39,51.73,1920,1080
428,8.5766,True,True,1,1880.39,51.73,1880.39,51.73,0.979368,0.047897,1880.39,51.73,1920,1080
429,8.5937,True,True,1,1880.33,51.87,1880.33,51.87,0.979340,0.048028,1880.33,51.87,1920,1080
430,8.6114,True,True,1,1875.25,50.54,1875.25,50.54,0.976690,0.046794,1875.25,50.54,1920,1080
431,8.6338,True,True,1,1875.25,50.54,1875.25,50.54,0.976690,0.046794,1875.25,50.54,1920,1080
432,8.6523,True,True,1,1867.53,48.83,1867.53,48.83,0.972674,0.045215,1867.53,48.83,1920,1080
433,8.6769,True,True,1,1858.67,47.29,1858.67,47.29,0.968056,0.043790,1858.67,47.29,1920,1080
434,8.6931,True,True,1,1858.67,47.29,1858.67,47.29,0.968056,0.043790,1858.67,47.29,1920,1080
435,8.7109,True,True,1,1850.52,44.80,1850.52,44.80,0.963813,0.041478,1850.52,44.80,1920,1080
436,8.7338,True,True,1,1842.28,42.80,1842.28,42.80,0.959519,0.039634,1842.28,42.80,1920,1080
437,8.7517,True,True,1,1842.28,42.80,1842.28,42.80,0.959519,0.039634,1842.28,42.80,1920,1080
438,8.7723,True,True,1,1834.96,40.92,1834.96,40.92,0.955708,0.037889,1834.96,40.92,1920,1080
439,8.7910,True,True,1,1828.92,39.34,1828.92,39.34,0.952563,0.036422,1828.92,39.34,1920,1080
440,8.8137,True,True,1,1828.92,39.34,1828.92,39.34,0.952563,0.036422,1828.92,39.34,1920,1080
441,8.8320,True,True,1,1823.24,36.79,1823.24,36.79,0.949603,0.034067,1823.24,36.79,1920,1080
442,8.8507,True,True,1,1818.37,34.42,1818.37,34.42,0.947068,0.031869,1818.37,34.42,1920,1080
443,8.8741,True,True,1,1818.37,34.42,1818.37,34.42,0.947068,0.031869,1818.37,34.42,1920,1080
444,8.8915,True,True,1,1814.44,31.14,1814.44,31.14,0.945022,0.028830,1814.44,31.14,1920,1080
445,8.9150,True,True,1,1811.46,29.09,1811.46,29.09,0.943467,0.026931,1811.46,29.09,1920,1080
446,8.9317,True,True,1,1811.46,29.09,1811.46,29.09,0.943467,0.026931,1811.46,29.09,1920,1080
447,8.9506,True,True,1,1807.77,28.17,1807.77,28.17,0.941547,0.026081,1807.77,28.17,1920,1080
448,8.9731,True,True,1,1804.78,27.13,1804.78,27.13,0.939987,0.025124,1804.78,27.13,1920,1080
449,8.9910,True,True,1,1804.78,27.13,1804.78,27.13,0.939987,0.025124,1804.78,27.13,1920,1080
450,9.0137,True,True,1,1803.21,26.20,1803.21,26.20,0.939174,0.024260,1803.21,26.20,1920,1080
451,9.0313,True,True,1,1806.01,25.38,1806.01,25.38,0.940628,0.023505,1806.01,25.38,1920,1080
452,9.0538,True,True,1,1806.01,25.38,1806.01,25.38,0.940628,0.023505,1806.01,25.38,1920,1080
453,9.0723,True,True,1,1810.87,24.33,1810.87,24.33,0.943159,0.022532,1810.87,24.33,1920,1080
454,9.0948,True,True,1,1815.68,23.69,1815.68,23.69,0.945666,0.021933,1815.68,23.69,1920,1080
455,9.1134,True,True,1,1815.68,23.69,1815.68,23.69,0.945666,0.021933,1815.68,23.69,1920,1080
456,9.1313,True,True,1,1820.96,22.82,1820.96,22.82,0.948418,0.021127,1820.96,22.82,1920,1080
457,9.1554,True,True,1,1827.33,22.34,1827.33,22.34,0.951735,0.020687,1827.33,22.34,1920,1080
458,9.1742,True,True,1,1827.33,22.34,1827.33,22.34,0.951735,0.020687,1827.33,22.34,1920,1080
459,9.1936,True,True,1,1834.08,21.10,1834.08,21.10,0.955249,0.019533,1834.08,21.10,1920,1080
460,9.2135,True,True,1,1840.58,19.42,1840.58,19.42,0.958635,0.017981,1840.58,19.42,1920,1080
461,9.2324,True,True,1,1840.58,19.42,1840.58,19.42,0.958635,0.017981,1840.58,19.42,1920,1080
462,9.2513,True,True,1,1846.86,17.18,1846.86,17.18,0.961908,0.015907,1846.86,17.18,1920,1080
463,9.2705,True,True,1,1846.86,17.18,1846.86,17.18,0.961908,0.015907,1846.86,17.18,1920,1080
464,9.2967,True,True,1,1853.46,14.82,1853.46,14.82,0.965344,0.013718,1853.46,14.82,1920,1080
465,9.3170,True,True,1,1857.98,14.44,1857.98,14.44,0.967698,0.013373,1857.98,14.44,1920,1080
466,9.3380,True,True,1,1862.97,13.27,1862.97,13.27,0.970296,0.012290,1862.97,13.27,1920,1080
467,9.3519,True,True,1,1862.97,13.27,1862.97,13.27,0.970296,0.012290,1862.97,13.27,1920,1080
468,9.3730,True,True,1,1866.18,11.92,1866.18,11.92,0.971968,0.011036,1866.18,11.92,1920,1080
469,9.3916,True,True,1,1866.18,11.92,1866.18,11.92,0.971968,0.011036,1866.18,11.92,1920,1080
470,9.4126,True,True,1,1869.35,10.25,1869.35,10.25,0.973621,0.009493,1869.35,10.25,1920,1080
471,9.4327,True,True,1,1871.20,9.31,1871.20,9.31,0.974586,0.008620,1871.20,9.31,1920,1080
472,9.4532,True,True,1,1873.97,8.48,1873.97,8.48,0.976027,0.007852,1873.97,8.48,1920,1080
473,9.4737,True,True,1,1873.97,8.48,1873.97,8.48,0.976027,0.007852,1873.97,8.48,1920,1080
474,9.4945,True,True,1,1876.67,7.79,1876.67,7.79,0.977430,0.007214,1876.67,7.79,1920,1080
475,9.5140,True,True,1,1879.40,7.14,1879.40,7.14,0.978856,0.006613,1879.40,7.14,1920,1080
476,9.5354,True,True,1,1879.40,7.14,1879.40,7.14,0.978856,0.006613,1879.40,7.14,1920,1080
477,9.5539,True,True,1,1882.29,6.27,1882.29,6.27,0.980361,0.005806,1882.29,6.27,1920,1080
478,9.5723,True,True,1,1886.00,5.13,1886.00,5.13,0.982289,0.004750,1886.00,5.13,1920,1080
479,9.5905,True,True,1,1886.00,5.13,1886.00,5.13,0.982289,0.004750,1886.00,5.13,1920,1080
480,9.6132,True,True,1,1889.13,3.83,1889.13,3.83,0.983919,0.003545,1889.13,3.83,1920,1080
481,9.6372,True,True,1,1892.76,3.56,1892.76,3.56,0.985811,0.003299,1892.76,3.56,1920,1080
482,9.6546,True,True,1,1892.76,3.56,1892.76,3.56,0.985811,0.003299,1892.76,3.56,1920,1080
483,9.6720,True,True,1,1897.59,2.76,1897.59,2.76,0.988327,0.002556,1897.59,2.76,1920,1080
484,9.6935,True,True,1,1901.47,3.46,1901.47,3.46,0.990351,0.003199,1901.47,3.46,1920,1080
485,9.7128,True,True,1,1901.47,3.46,1901.47,3.46,0.990351,0.003199,1901.47,3.46,1920,1080
486,9.7365,True,True,1,1905.30,3.46,1905.30,3.46,0.992343,0.003204,1905.30,3.46,1920,1080
487,9.7526,True,True,1,1889.61,7.12,1889.61,7.12,0.984171,0.006596,1889.61,7.12,1920,1080
488,9.7716,True,True,1,1889.61,7.12,1889.61,7.12,0.984171,0.006596,1889.61,7.12,1920,1080
489,9.7962,True,True,1,1658.83,29.51,1658.83,29.51,0.863972,0.027321,1658.83,29.51,1920,1080
490,9.8122,True,True,1,1658.83,29.51,1658.83,29.51,0.863972,0.027321,1658.83,29.51,1920,1080
491,9.8308,True,True,1,1088.91,93.02,1088.91,93.02,0.567138,0.086128,1088.91,93.02,1920,1080
492,9.8548,True,True,1,585.46,144.51,585.46,144.51,0.304927,0.133804,585.46,144.51,1920,1080
493,9.8722,True,True,1,585.46,144.51,585.46,144.51,0.304927,0.133804,585.46,144.51,1920,1080
494,9.8906,True,True,1,337.91,158.46,337.91,158.46,0.175996,0.146719,337.91,158.46,1920,1080
495,9.9121,True,True,1,253.68,144.43,253.68,144.43,0.132127,0.133729,253.68,144.43,1920,1080
496,9.9332,True,True,1,253.68,144.43,253.68,144.43,0.132127,0.133729,253.68,144.43,1920,1080
497,9.9525,True,True,1,219.21,137.87,219.21,137.87,0.114170,0.127661,219.21,137.87,1920,1080
498,9.9770,True,True,1,203.02,132.08,203.02,132.08,0.105738,0.122299,203.02,132.08,1920,1080
499,9.9926,True,True,1,203.02,132.08,203.02,132.08,0.105738,0.122299,203.02,132.08,1920,1080
500,10.0106,True,True,1,195.81,129.08,195.81,129.08,0.101982,0.119522,195.81,129.08,1920,1080
501,10.0334,True,True,1,191.87,129.32,191.87,129.32,0.099931,0.119743,191.87,129.32,1920,1080
502,10.0511,True,True,1,191.87,129.32,191.87,129.32,0.099931,0.119743,191.87,129.32,1920,1080
503,10.0731,True,True,1,190.60,127.88,190.60,127.88,0.099271,0.118410,190.60,127.88,1920,1080
504,10.0917,True,True,1,141.82,114.43,141.82,114.43,0.073864,0.105950,141.82,114.43,1920,1080
505,10.1155,True,True,1,141.82,114.43,141.82,114.43,0.073864,0.105950,141.82,114.43,1920,1080
506,10.1319,True,True,1,82.84,97.52,82.84,97.52,0.043144,0.090297,82.84,97.52,1920,1080
507,10.1547,True,True,1,47.66,84.84,47.66,84.84,0.024823,0.078556,47.66,84.84,1920,1080
508,10.1719,True,True,1,47.66,84.84,47.66,84.84,0.024823,0.078556,47.66,84.84,1920,1080
509,10.1957,True,True,1,26.97,77.30,26.97,77.30,0.014045,0.071575,26.97,77.30,1920,1080
510,10.2125,True,True,1,14.66,71.25,14.66,71.25,0.007637,0.065975,14.66,71.25,1920,1080
511,10.2371,True,True,1,6.90,69.05,6.90,69.05,0.003592,0.063933,6.90,69.05,1920,1080
512,10.2536,True,True,1,6.90,69.05,6.90,69.05,0.003592,0.063933,6.90,69.05,1920,1080
513,10.2765,True,True,1,-0.70,65.11,-0.70,65.11,-0.000363,0.060291,-0.70,65.11,1920,1080
514,10.2937,True,True,1,-0.70,65.11,-0.70,65.11,-0.000363,0.060291,-0.70,65.11,1920,1080
515,10.3118,True,True,1,-5.16,62.23,-5.16,62.23,-0.002687,0.057622,-5.16,62.23,1920,1080
516,10.3343,True,True,1,-8.12,60.77,-8.12,60.77,-0.004229,0.056270,-8.12,60.77,1920,1080
517,10.3522,True,True,1,-8.12,60.77,-8.12,60.77,-0.004229,0.056270,-8.12,60.77,1920,1080
518,10.3711,True,True,1,-10.51,59.31,-10.51,59.31,-0.005473,0.054920,-10.51,59.31,1920,1080
519,10.3923,True,True,1,-12.67,57.18,-12.67,57.18,-0.006598,0.052946,-12.67,57.18,1920,1080
520,10.4116,True,True,1,-12.67,57.18,-12.67,57.18,-0.006598,0.052946,-12.67,57.18,1920,1080
521,10.4316,True,True,1,-13.54,56.37,-13.54,56.37,-0.007051,0.052191,-13.54,56.37,1920,1080
522,10.4517,True,True,1,-13.91,55.50,-13.91,55.50,-0.007246,0.051390,-13.91,55.50,1920,1080
523,10.4727,True,True,1,-13.91,55.50,-13.91,55.50,-0.007246,0.051390,-13.91,55.50,1920,1080
524,10.4920,True,True,1,-13.88,54.81,-13.88,54.81,-0.007231,0.050753,-13.88,54.81,1920,1080
525,10.5104,True,True,1,-14.55,54.04,-14.55,54.04,-0.007576,0.050035,-14.55,54.04,1920,1080
526,10.5376,True,True,1,-14.55,54.04,-14.55,54.04,-0.007576,0.050035,-14.55,54.04,1920,1080
527,10.5512,True,True,1,-15.55,53.71,-15.55,53.71,-0.008099,0.049727,-15.55,53.71,1920,1080
528,10.5718,True,True,1,-16.87,53.34,-16.87,53.34,-0.008786,0.049389,-16.87,53.34,1920,1080
529,10.5944,True,True,1,-16.87,53.34,-16.87,53.34,-0.008786,0.049389,-16.87,53.34,1920,1080
530,10.6135,True,True,1,-18.45,52.85,-18.45,52.85,-0.009611,0.048935,-18.45,52.85,1920,1080
531,10.6320,True,True,1,-19.44,51.70,-19.44,51.70,-0.010126,0.047867,-19.44,51.70,1920,1080
532,10.6518,True,True,1,-19.44,51.70,-19.44,51.70,-0.010126,0.047867,-19.44,51.70,1920,1080
533,10.6715,True,True,1,-19.95,50.67,-19.95,50.67,-0.010389,0.046913,-19.95,50.67,1920,1080
534,10.6972,True,True,1,-20.07,49.85,-20.07,49.85,-0.010451,0.046154,-20.07,49.85,1920,1080
535,10.7163,True,True,1,-20.07,49.85,-20.07,49.85,-0.010451,0.046154,-20.07,49.85,1920,1080
536,10.7375,True,True,1,-20.26,49.03,-20.26,49.03,-0.010550,0.045394,-20.26,49.03,1920,1080
537,10.7574,True,True,1,-20.64,48.15,-20.64,48.15,-0.010748,0.044582,-20.64,48.15,1920,1080
538,10.7708,True,True,1,-20.64,48.15,-20.64,48.15,-0.010748,0.044582,-20.64,48.15,1920,1080
539,10.7945,True,True,1,-20.60,47.46,-20.60,47.46,-0.010728,0.043948,-20.60,47.46,1920,1080
540,10.8109,True,True,1,-20.60,47.46,-20.60,47.46,-0.010728,0.043948,-20.60,47.46,1920,1080
541,10.8416,True,True,1,-20.41,46.19,-20.41,46.19,-0.010628,0.042766,-20.41,46.19,1920,1080
542,10.8587,True,True,1,-20.09,45.01,-20.09,45.01,-0.010465,0.041675,-20.09,45.01,1920,1080
543,10.8720,True,True,1,-20.09,45.01,-20.09,45.01,-0.010465,0.041675,-20.09,45.01,1920,1080
544,10.8939,True,True,1,-19.93,43.95,-19.93,43.95,-0.010382,0.040694,-19.93,43.95,1920,1080
545,10.9132,True,True,1,-19.96,42.68,-19.96,42.68,-0.010397,0.039514,-19.96,42.68,1920,1080
546,10.9304,True,True,1,-19.96,42.68,-19.96,42.68,-0.010397,0.039514,-19.96,42.68,1920,1080
547,10.9514,True,True,1,-19.49,42.01,-19.49,42.01,-0.010152,0.038897,-19.49,42.01,1920,1080
548,10.9708,True,True,1,-19.87,41.37,-19.87,41.37,-0.010349,0.038309,-19.87,41.37,1920,1080
549,10.9973,True,True,1,-20.38,40.61,-20.38,40.61,-0.010613,0.037606,-20.38,40.61,1920,1080
550,11.0140,True,True,1,-20.38,40.61,-20.38,40.61,-0.010613,0.037606,-20.38,40.61,1920,1080
551,11.0315,True,True,1,-20.63,39.97,-20.63,39.97,-0.010746,0.037010,-20.63,39.97,1920,1080
552,11.0535,True,True,1,-20.63,39.97,-20.63,39.97,-0.010746,0.037010,-20.63,39.97,1920,1080
553,11.0719,True,True,1,-20.81,38.96,-20.81,38.96,-0.010841,0.036074,-20.81,38.96,1920,1080
554,11.0910,True,True,1,-21.00,37.50,-21.00,37.50,-0.010940,0.034725,-21.00,37.50,1920,1080
555,11.1124,True,True,1,-21.00,37.50,-21.00,37.50,-0.010940,0.034725,-21.00,37.50,1920,1080
556,11.1314,True,True,1,-20.81,37.51,-20.81,37.51,-0.010840,0.034733,-20.81,37.51,1920,1080
557,11.1553,True,True,1,-21.33,37.45,-21.33,37.45,-0.011111,0.034676,-21.33,37.45,1920,1080
558,11.1714,True,True,1,-21.33,37.45,-21.33,37.45,-0.011111,0.034676,-21.33,37.45,1920,1080
559,11.1909,True,True,1,-22.16,37.44,-22.16,37.44,-0.011541,0.034663,-22.16,37.44,1920,1080
560,11.2145,True,True,1,-22.67,36.98,-22.67,36.98,-0.011809,0.034236,-22.67,36.98,1920,1080
561,11.2313,True,True,1,-22.67,36.98,-22.67,36.98,-0.011809,0.034236,-22.67,36.98,1920,1080
562,11.2536,True,True,1,-22.68,36.53,-22.68,36.53,-0.011811,0.033827,-22.68,36.53,1920,1080
563,11.2713,True,True,1,-23.03,36.30,-23.03,36.30,-0.011997,0.033611,-23.03,36.30,1920,1080
564,11.2941,True,True,1,-23.09,35.22,-23.09,35.22,-0.012028,0.032612,-23.09,35.22,1920,1080
565,11.3120,True,True,1,-23.09,35.22,-23.09,35.22,-0.012028,0.032612,-23.09,35.22,1920,1080
566,11.3333,True,True,1,-23.31,34.47,-23.31,34.47,-0.012143,0.031920,-23.31,34.47,1920,1080
567,11.3566,True,True,1,-24.27,34.18,-24.27,34.18,-0.012642,0.031644,-24.27,34.18,1920,1080
568,11.3740,True,True,1,-24.27,34.18,-24.27,34.18,-0.012642,0.031644,-24.27,34.18,1920,1080
569,11.3919,True,True,1,-25.45,33.59,-25.45,33.59,-0.013256,0.031103,-25.45,33.59,1920,1080
570,11.4161,True,True,1,-25.45,33.59,-25.45,33.59,-0.013256,0.031103,-25.45,33.59,1920,1080
571,11.4335,True,True,1,-27.28,33.22,-27.28,33.22,-0.014211,0.030756,-27.28,33.22,1920,1080
572,11.4516,True,True,1,-28.71,33.79,-28.71,33.79,-0.014956,0.031290,-28.71,33.79,1920,1080
573,11.4744,True,True,1,-28.71,33.79,-28.71,33.79,-0.014956,0.031290,-28.71,33.79,1920,1080
574,11.4943,True,True,1,-29.84,33.74,-29.84,33.74,-0.015541,0.031244,-29.84,33.74,1920,1080
575,11.5120,True,True,1,-30.70,33.72,-30.70,33.72,-0.015990,0.031223,-30.70,33.72,1920,1080
576,11.5304,True,True,1,-30.70,33.72,-30.70,33.72,-0.015990,0.031223,-30.70,33.72,1920,1080
577,11.5537,True,True,1,-31.14,33.78,-31.14,33.78,-0.016218,0.031275,-31.14,33.78,1920,1080
578,11.5742,True,True,1,-32.03,34.81,-32.03,34.81,-0.016683,0.032230,-32.03,34.81,1920,1080
579,11.5920,True,True,1,-32.03,34.81,-32.03,34.81,-0.016683,0.032230,-32.03,34.81,1920,1080
580,11.6121,True,True,1,-32.71,35.35,-32.71,35.35,-0.017035,0.032731,-32.71,35.35,1920,1080
581,11.6316,True,True,1,-33.05,34.98,-33.05,34.98,-0.017216,0.032392,-33.05,34.98,1920,1080
582,11.6517,True,True,1,-33.05,34.98,-33.05,34.98,-0.017216,0.032392,-33.05,34.98,1920,1080
583,11.6719,True,True,1,-33.67,35.31,-33.67,35.31,-0.017536,0.032694,-33.67,35.31,1920,1080
