Time,X,Y,Z
8.748,0.0000,9.3638,0.0000
8.756,0.0000,9.3638,0.0000
8.765,0.0000,9.3638,0.0000
8.776,0.0000,9.3638,0.0000
8.784,0.0000,9.3638,0.0000
8.794,0.0000,9.3638,0.0000
8.802,0.0000,9.3638,0.0000
8.812,0.0000,9.3638,0.0000
8.821,0.0000,9.3638,0.0000
8.830,0.0000,9.3638,0.0000
8.840,0.0000,9.3638,0.0000
8.849,0.0000,9.3638,0.0000
8.859,0.0000,9.3638,0.0000
8.869,0.0000,9.3638,0.0000
8.880,0.0000,9.3638,0.0000
8.890,0.0000,9.3638,0.0000
8.900,0.0000,9.3638,0.0000
8.910,0.0000,9.3638,0.0000
8.919,0.0000,9.3638,0.0000
8.929,0.0000,9.3638,0.0000
8.938,0.0000,9.3638,0.0000
8.948,0.0000,9.3638,0.0000
8.958,0.0000,9.3638,0.0000
8.967,0.0000,9.3638,0.0000
8.977,0.0000,9.3638,0.0000
8.986,0.0000,9.3638,0.0000
8.997,0.0000,9.3638,0.0000
9.006,0.0000,9.3638,0.0000
9.015,0.0000,9.3638,0.0000
9.023,0.0000,9.3638,0.0000
9.032,0.0000,9.3638,0.0000
9.041,0.0000,9.3638,0.0000
9.050,0.0000,9.3638,0.0000
9.060,0.0000,9.3638,0.0000
9.069,0.0000,9.3638,0.0000
9.080,0.0000,9.3638,0.0000
9.089,0.0000,9.3638,0.0000
9.098,0.0000,9.3638,0.0000
9.107,0.0000,9.3638,0.0000
9.116,0.0000,9.3638,0.0000
9.126,0.0000,9.3638,0.0000
9.136,0.0000,9.3638,0.0000
9.144,0.0000,9.3638,0.0000
9.153,0.0000,9.3638,0.0000
9.161,0.0000,9.3638,0.0000
9.171,0.0000,9.3638,0.0000
9.180,0.0000,9.3638,0.0000
9.190,0.0000,9.3638,0.0000
9.199,0.0000,9.3638,0.0000
9.207,0.0000,9.3638,0.0000
9.218,0.0000,9.3638,0.0000
9.230,0.0000,9.3638,0.0000
9.239,0.0000,9.3638,0.0000
9.250,0.0000,9.3638,0.0000
9.259,0.0000,9.3638,0.0000
9.269,0.0000,9.3638,0.0000
9.279,0.0000,9.3638,0.0000
9.288,0.0000,9.3638,0.0000
9.297,0.0000,9.3638,0.0000
9.307,0.0000,9.3638,0.0000
9.317,0.0000,9.3638,0.0000
9.327,0.0000,9.3638,0.0000
9.337,0.0000,9.3638,0.0000
9.346,0.0000,9.3638,0.0000
9.354,0.0000,9.3638,0.0000
9.363,0.0000,9.3638,0.0000
9.374,0.0000,9.3638,0.0000
9.384,0.0000,9.3638,0.0000
9.392,0.0000,9.3638,0.0000
9.400,0.0000,9.3638,0.0000
9.409,0.0000,9.3638,0.0000
9.418,0.0000,9.3638,0.0000
9.427,0.0000,9.3638,0.0000
9.436,0.0000,9.3638,0.0000
9.445,0.0000,9.3638,0.0000
9.454,0.0000,9.3638,0.0000
9.464,0.0000,9.3638,0.0000
9.473,0.0000,9.3638,0.0000
9.482,0.0000,9.3638,0.0000
9.490,0.0000,9.3638,0.0000
9.500,0.0000,9.3638,0.0000
9.509,0.0000,9.3638,0.0000
9.518,0.0000,9.3638,0.0000
9.527,0.0000,9.3638,0.0000
9.536,0.0000,9.3638,0.0000
9.547,0.0000,9.3638,0.0000
9.565,0.0000,9.3638,0.0000
9.574,0.0000,9.3638,0.0000
9.581,0.0000,9.3638,0.0000
9.589,0.0000,9.3638,0.0000
9.599,0.0000,9.3638,0.0000
9.611,0.0000,9.3638,0.0000
9.619,0.0000,9.3638,0.0000
9.629,0.0000,9.3638,0.0000
9.639,0.0000,9.3638,0.0000
9.648,0.0000,9.3638,0.0000
9.657,0.0000,9.3638,0.0000
9.667,0.0000,9.3638,0.0000
9.676,0.0000,9.3638,0.0000
9.687,0.0000,9.3638,0.0000
9.698,0.0000,9.3638,0.0000
9.706,0.0000,9.3638,0.0000
9.716,0.0000,9.3638,0.0000
9.725,0.0000,9.3638,0.0000
9.734,0.0000,9.3638,0.0000
9.741,0.0000,9.3638,0.0000
9.751,0.0000,9.3638,0.0000
9.762,0.0000,9.3638,0.0000
9.771,0.0000,9.3638,0.0000
9.780,0.0000,9.3638,0.0000
9.789,0.0000,9.3638,0.0000
9.799,0.0000,9.3638,0.0000
9.811,0.0000,9.3638,0.0000
9.820,0.0000,9.3638,0.0000
9.830,0.0000,9.3638,0.0000
9.842,0.0000,9.3638,0.0000
9.851,0.0000,9.3638,0.0000
9.858,0.0000,9.3638,0.0000
9.867,0.0000,9.3638,0.0000
9.878,0.0000,9.3638,0.0000
9.889,0.0000,9.3638,0.0000
9.899,0.0000,9.3638,0.0000
9.909,0.0000,9.3638,0.0000
9.918,0.0000,9.3638,0.0000
9.927,0.0000,9.3638,0.0000
9.937,0.0000,9.3638,0.0000
9.946,0.0000,9.3638,0.0000
9.956,0.0000,9.3638,0.0000
9.966,0.0000,9.3638,0.0000
9.976,0.0000,9.3638,0.0000
9.985,0.0000,9.3638,0.0000
9.996,0.0000,9.3638,0.0000
10.005,0.0000,9.3638,0.0000
10.014,0.0000,9.3638,0.0000
10.025,0.0000,9.3638,0.0000
10.036,0.0000,9.3638,0.0000
10.046,0.0000,9.3638,0.0000
10.056,0.0000,9.3638,0.0000
10.067,0.0000,9.3638,0.0000
10.078,0.0000,9.3638,0.0000
10.088,0.0000,9.3638,0.0000
10.099,0.0000,9.3638,0.0000
10.110,0.0000,9.3638,0.0000
10.120,0.0000,9.3638,0.0000
10.131,0.0000,9.3638,0.0000
10.140,0.0000,9.3638,0.0000
10.151,0.0000,9.3638,0.0000
10.160,0.0000,9.3638,0.0000
10.171,0.0000,9.3638,0.0000
10.181,0.0000,9.3638,0.0000
10.190,0.0000,9.3638,0.0000
10.198,0.0000,9.3638,0.0000
