Time,X,Y,Z
0.000,0.0000,9.3638,0.0000
0.084,0.0000,9.3638,0.0000
0.160,0.0000,9.3638,0.0000
0.233,0.0000,9.3638,0.0000
0.302,0.0000,9.3638,0.0000
0.376,0.0000,9.3638,0.0000
0.449,0.0000,9.3638,0.0000
0.523,0.0000,9.3638,0.0000
0.598,0.0000,9.3638,0.0000
0.667,0.0000,9.3638,0.0000
0.736,0.0000,9.3638,0.0000
0.808,0.0000,9.3638,0.0000
0.877,0.0000,9.3638,0.0000
0.950,0.0000,9.3638,0.0000
1.004,0.0000,9.3638,0.0000
1.066,0.0000,9.3638,0.0000
1.124,0.0000,9.3638,0.0000
1.183,0.0000,9.3638,0.0000
1.253,0.0000,9.3638,0.0000
1.308,0.0000,9.3638,0.0000
1.366,0.0000,9.3638,0.0000
1.432,0.0000,9.3638,0.0000
1.492,0.0000,9.3638,0.0000
1.553,0.0000,9.3638,0.0000
1.613,0.0000,9.3638,0.0000
1.671,0.0000,9.3638,0.0000
1.731,0.0000,9.3638,0.0000
1.787,0.0000,9.3638,0.0000
1.846,0.0000,9.3638,0.0000
1.900,0.0000,9.3638,0.0000
1.962,0.0000,9.3638,0.0000
2.015,0.0000,9.3638,0.0000
2.073,0.0000,9.3638,0.0000
2.131,0.0000,9.3638,0.0000
2.185,0.0000,9.3640,0.0000
2.217,0.0000,9.3640,0.0000
2.248,0.0000,9.3640,0.0000
2.271,0.0000,9.3640,0.0000
2.294,0.0000,9.3640,0.0000
2.320,0.0000,9.3640,0.0000
2.344,0.0000,9.3640,0.0000
2.370,0.0000,9.3640,0.0000
2.399,0.0000,9.3640,0.0000
2.421,0.0000,9.3640,0.0000
2.448,0.0000,9.3640,0.0000
2.471,0.0000,9.3640,0.0000
2.495,0.0000,9.3640,0.0000
2.519,0.0000,9.3640,0.0000
2.543,0.0000,9.3640,0.0000
2.563,0.0000,9.3640,0.0000
2.588,0.0000,9.3640,0.0000
2.613,0.0000,9.3640,0.0000
2.638,0.0000,9.3640,0.0000
2.665,0.0000,9.3640,0.0000
2.687,0.0000,9.3640,0.0000
2.710,0.0000,9.3640,0.0000
2.735,0.0000,9.3640,0.0000
2.759,0.0000,9.3640,0.0000
2.780,0.0000,9.3640,0.0000
2.802,0.0000,9.3640,0.0000
2.828,0.0000,9.3640,0.0000
2.852,0.0000,9.3640,0.0000
2.873,0.0000,9.3640,0.0000
2.897,0.0000,9.3640,0.0000
2.923,0.0000,9.3640,0.0000
2.951,0.0000,9.3640,0.0000
2.976,0.0000,9.3640,0.0000
2.998,0.0000,9.3640,0.0000
3.019,0.0000,9.3640,0.0000
3.042,0.0000,9.3640,0.0000
3.069,0.0000,9.3640,0.0000
3.091,0.0000,9.3640,0.0000
3.115,0.0000,9.3640,0.0000
3.140,0.0000,9.3640,0.0000
3.165,0.0000,9.3640,0.0000
3.185,0.0000,9.3640,0.0000
3.210,0.0000,9.3640,0.0000
3.238,0.0000,9.3640,0.0000
3.261,0.0000,9.3640,0.0000
3.286,0.0000,9.3640,0.0000
3.306,0.0000,9.3640,0.0000
3.339,0.0000,9.3640,0.0000
3.359,0.0000,9.3640,0.0000
3.384,0.0000,9.3640,0.0000
3.405,0.0000,9.3640,0.0000
3.430,0.0000,9.3640,0.0000
3.453,0.0000,9.3640,0.0000
3.477,0.0000,9.3640,0.0000
3.502,0.0000,9.3640,0.0000
3.523,0.0000,9.3640,0.0000
3.547,0.0000,9.3640,0.0000
3.570,0.0000,9.3640,0.0000
3.594,0.0000,9.3640,0.0000
3.616,0.0000,9.3640,0.0000
3.639,0.0000,9.3640,0.0000
3.662,0.0000,9.3640,0.0000
3.686,0.0000,9.3640,0.0000
3.709,0.0000,9.3640,0.0000
3.731,0.0000,9.3640,0.0000
3.753,0.0000,9.3640,0.0000
3.781,0.0000,9.3640,0.0000
3.802,0.0000,9.3640,0.0000
3.827,0.0000,9.3640,0.0000
3.852,0.0000,9.3640,0.0000
3.877,0.0000,9.3640,0.0000
3.899,0.0000,9.3640,0.0000
3.922,0.0000,9.3640,0.0000
3.947,0.0000,9.3640,0.0000
3.971,0.0000,9.3640,0.0000
3.991,0.0000,9.3640,0.0000
4.013,0.0000,9.3640,0.0000
4.036,0.0000,9.3640,0.0000
4.064,0.0000,9.3640,0.0000
4.087,0.0000,9.3640,0.0000
4.109,0.0000,9.3640,0.0000
4.138,0.0000,9.3640,0.0000
4.162,0.0000,9.3640,0.0000
4.190,0.0000,9.3640,0.0000
4.212,0.0000,9.3640,0.0000
4.236,0.0000,9.3640,0.0000
4.260,0.0000,9.3640,0.0000
4.283,0.0000,9.3640,0.0000
4.307,0.0000,9.3640,0.0000
4.327,0.0000,9.3640,0.0000
4.350,0.0000,9.3640,0.0000
4.373,0.0000,9.3640,0.0000
4.395,0.0000,9.3640,0.0000
4.419,0.0000,9.3640,0.0000
4.442,0.0000,9.3640,0.0000
4.466,0.0000,9.3640,0.0000
4.490,0.0000,9.3640,0.0000
4.510,0.0000,9.3640,0.0000
4.534,0.0000,9.3640,0.0000
4.556,0.0000,9.3640,0.0000
4.577,0.0000,9.3640,0.0000
4.602,0.0000,9.3640,0.0000
4.625,0.0000,9.3640,0.0000
4.649,0.0000,9.3640,0.0000
4.671,0.0000,9.3640,0.0000
4.696,0.0000,9.3640,0.0000
4.724,0.0000,9.3640,0.0000
4.744,0.0000,9.3640,0.0000
4.769,0.0000,9.3640,0.0000
4.793,0.0000,9.3640,0.0000
4.812,0.0000,9.3640,0.0000
4.844,0.0000,9.3640,0.0000
4.865,0.0000,9.3640,0.0000
4.887,0.0000,9.3640,0.0000
4.916,0.0000,9.3640,0.0000
4.940,0.0000,9.3640,0.0000
4.963,0.0000,9.3640,0.0000
4.981,0.0000,9.3640,0.0000
5.004,0.0000,9.3640,0.0000
5.028,0.0000,9.3640,0.0000
5.052,0.0000,9.3640,0.0000
5.075,0.0000,9.3640,0.0000
5.098,0.0000,9.3640,0.0000
5.119,0.0000,9.3640,0.0000
5.143,0.0000,9.3640,0.0000
5.166,0.0000,9.3640,0.0000
5.188,0.0000,9.3640,0.0000
5.211,0.0000,9.3640,0.0000
5.230,0.0000,9.3640,0.0000
5.253,0.0000,9.3640,0.0000
5.277,0.0000,9.3640,0.0000
5.298,0.0000,9.3640,0.0000
5.322,0.0000,9.3640,0.0000
5.345,0.0000,9.3640,0.0000
5.369,0.0000,9.3640,0.0000
5.395,0.0000,9.3640,0.0000
5.425,0.0000,9.3640,0.0000
5.454,0.0000,9.3640,0.0000
5.480,0.0000,9.3640,0.0000
5.504,0.0000,9.3640,0.0000
5.530,0.0000,9.3640,0.0000
5.555,0.0000,9.3640,0.0000
5.583,0.0000,9.3639,0.0000
5.611,0.0000,9.3638,-0.0006
5.637,0.0000,9.3636,-0.0012
5.664,0.0000,9.3633,-0.0038
5.695,0.0000,9.3626,-0.0110
5.718,0.0000,9.3622,-0.0192
5.741,0.0000,9.3615,-0.0283
5.767,0.0000,9.3607,-0.0476
5.790,0.0000,9.3592,-0.0902
5.819,0.0000,9.3584,-0.1136
5.841,0.0000,9.3576,-0.1369
5.868,0.0000,9.3569,-0.1602
5.888,0.0000,9.3561,-0.1836
5.916,0.0000,9.3546,-0.2302
5.940,0.0000,9.3543,-0.2536
5.965,0.0000,9.3539,-0.2769
5.990,0.0000,9.3532,-0.3236
6.013,0.0000,9.3529,-0.3469
6.035,0.0000,9.3526,-0.3702
6.059,0.0000,9.3523,-0.3936
6.081,0.0000,9.3521,-0.4169
6.101,0.0000,9.3518,-0.4402
6.124,0.0000,9.3515,-0.4636
6.148,0.0000,9.3512,-0.4869
