time,gameScreenX,gameScreenY,windowsX,windowsY,viewportX,viewportY,rawScreenX,rawScreenY,screenWidth,screenHeight,isValid
3.4310,,,,,,,,,1920,1080,0
3.4547,,,,,,,,,1920,1080,0
3.4797,,,,,,,,,1920,1080,0
3.5048,,,,,,,,,1920,1080,0
3.5311,,,,,,,,,1920,1080,0
3.5581,,,,,,,,,1920,1080,0
3.5830,,,,,,,,,1920,1080,0
3.6069,,,,,,,,,1920,1080,0
3.6322,,,,,,,,,1920,1080,0
3.6582,,,,,,,,,1920,1080,0
3.6790,,,,,,,,,1920,1080,0
3.7005,,,,,,,,,1920,1080,0
3.7275,,,,,,,,,1920,1080,0
3.7488,,,,,,,,,1920,1080,0
3.7702,,,,,,,,,1920,1080,0
3.7907,,,,,,,,,1920,1080,0
3.8121,,,,,,,,,1920,1080,0
3.8357,,,,,,,,,1920,1080,0
3.8577,,,,,,,,,1920,1080,0
3.8791,,,,,,,,,1920,1080,0
3.9016,,,,,,,,,1920,1080,0
3.9238,,,,,,,,,1920,1080,0
3.9482,,,,,,,,,1920,1080,0
3.9754,,,,,,,,,1920,1080,0
4.0083,,,,,,,,,1920,1080,0
4.0318,,,,,,,,,1920,1080,0
4.0591,,,,,,,,,1920,1080,0
4.0802,,,,,,,,,1920,1080,0
4.1075,,,,,,,,,1920,1080,0
4.1367,,,,,,,,,1920,1080,0
4.1574,,,,,,,,,1920,1080,0
4.1779,,,,,,,,,1920,1080,0
4.2005,,,,,,,,,1920,1080,0
4.2235,,,,,,,,,1920,1080,0
4.2494,,,,,,,,,1920,1080,0
4.2715,,,,,,,,,1920,1080,0
4.2928,,,,,,,,,1920,1080,0
4.3202,,,,,,,,,1920,1080,0
4.3415,,,,,,,,,1920,1080,0
4.3622,,,,,,,,,1920,1080,0
4.3839,,,,,,,,,1920,1080,0
4.4055,,,,,,,,,1920,1080,0
4.4279,,,,,,,,,1920,1080,0
4.4500,,,,,,,,,1920,1080,0
4.4712,,,,,,,,,1920,1080,0
4.4964,,,,,,,,,1920,1080,0
4.5205,,,,,,,,,1920,1080,0
4.5436,,,,,,,,,1920,1080,0
4.5676,,,,,,,,,1920,1080,0
4.5904,,,,,,,,,1920,1080,0
4.6105,,,,,,,,,1920,1080,0
4.6310,,,,,,,,,1920,1080,0
4.6591,,,,,,,,,1920,1080,0
