Time,JoyStick2Horizontal,JoyStick2Vertical,JoyStick3Vertical,JoyStick2Slider
0.000,0.0000,0.0000,0.0000,-1.0000
0.024,0.0000,0.0000,0.0000,-1.0000
0.036,0.0000,0.0000,0.0000,-1.0000
0.043,0.0000,0.0000,0.0000,-1.0000
0.054,0.0000,0.0000,0.0000,-1.0000
0.062,0.0000,0.0000,0.0000,-1.0000
0.070,0.0000,0.0000,0.0000,-1.0000
0.081,0.0000,0.0000,0.0000,-1.0000
0.093,0.0000,0.0000,0.0000,-1.0000
0.101,0.0000,0.0000,0.0000,-1.0000
0.108,0.0000,0.0000,0.0000,-1.0000
0.118,0.0000,0.0000,0.0000,-1.0000
0.126,0.0000,0.0000,0.0000,-1.0000
0.133,0.0000,0.0000,0.0000,-1.0000
0.142,0.0000,0.0000,0.0000,-1.0000
0.149,0.0000,0.0000,0.0000,-1.0000
0.158,0.0000,0.0000,0.0000,-1.0000
0.164,0.0000,0.0000,0.0000,-1.0000
0.174,0.0000,0.0000,0.0000,-1.0000
0.182,0.0000,0.0000,0.0000,-1.0000
0.191,0.0000,0.0000,0.0000,-1.0000
0.199,0.0000,0.0000,0.0000,-1.0000
0.207,0.0000,0.0000,0.0000,-1.0000
0.214,0.0000,0.0000,0.0000,-1.0000
0.223,0.0000,0.0000,0.0000,-1.0000
0.229,0.0000,0.0000,0.0000,-1.0000
0.238,0.0000,0.0000,0.0000,-1.0000
0.245,0.0000,0.0000,0.0000,-1.0000
0.253,0.0000,0.0000,0.0000,-1.0000
0.260,0.0000,0.0000,0.0000,-1.0000
0.268,0.0000,0.0000,0.0000,-1.0000
0.277,0.0000,0.0000,0.0000,-1.0000
0.284,0.0000,0.0000,0.0000,-1.0000
0.293,0.0000,0.0000,0.0000,-1.0000
0.300,0.0000,0.0000,0.0000,-1.0000
0.307,0.0000,0.0000,0.0000,-1.0000
0.316,0.0000,0.0000,0.0000,-1.0000
0.324,0.0000,0.0000,0.0000,-1.0000
0.332,0.0000,0.0000,0.0000,-1.0000
0.340,0.0000,0.0000,0.0000,-1.0000
0.348,0.0000,0.0000,0.0000,-1.0000
0.358,0.0000,0.0000,0.0000,-1.0000
0.365,0.0000,0.0000,0.0000,-1.0000
0.375,0.0000,0.0000,0.0000,-1.0000
0.382,0.0000,0.0000,0.0000,-1.0000
0.390,0.0000,0.0000,0.0000,-1.0000
0.398,0.0000,0.0000,0.0000,-1.0000
0.405,0.0000,0.0000,0.0000,-1.0000
0.412,0.0000,0.0000,0.0000,-1.0000
0.419,0.0000,0.0000,0.0000,-1.0000
0.427,0.0000,0.0000,0.0000,-1.0000
0.434,0.0000,0.0000,0.0000,-1.0000
0.441,0.0000,0.0000,0.0000,-1.0000
0.448,0.0000,0.0000,0.0000,-1.0000
0.457,0.0000,0.0000,0.0000,-1.0000
0.463,0.0000,0.0000,0.0000,-1.0000
0.470,0.0000,0.0000,0.0000,-1.0000
0.478,0.0000,0.0000,0.0000,-1.0000
0.485,0.0000,0.0000,0.0000,-1.0000
0.495,0.0000,0.0000,0.0000,-1.0000
0.503,0.0000,0.0000,0.0000,-1.0000
0.515,0.0000,0.0000,0.0000,-1.0000
